frame,MAP Vacuum,TPS 1 Volts,TPS 2 Volts,Engine Speed,1/1 O2 Sensor Level,1/1 Short Term ADAP,2/1 Short Term ADAP,Intake Air Temp
1256,20.18,0.74,4.26,722.0,,-5.08,-8.99,111.2
1257,19.94,0.73,4.27,666.0,,-4.89,-3.91,111.2
1258,19.82,0.73,4.27,644.0,,-9.97,-3.91,111.2
1259,19.59,0.74,4.27,629.0,,-10.36,-3.72,111.2
1260,19.29,0.74,4.26,626.0,,-10.94,-4.11,111.2
1261,19.06,0.74,4.26,624.0,,-11.92,-9.77,111.2
1262,18.94,0.74,4.26,623.0,,-12.31,-9.97,111.2
1263,18.76,0.74,4.26,618.0,,-7.04,-10.36,111.2
1264,18.64,0.75,4.26,610.0,,-7.04,-10.55,111.2
1265,18.47,0.75,4.26,607.0,,-6.26,-10.16,111.2
1266,18.35,0.75,4.26,611.0,,-5.08,-8.6,111.2
1267,18.23,0.75,4.26,621.0,,-4.69,-3.91,111.2
1268,18.29,0.74,4.26,626.0,,-4.3,-3.72,111.2
1269,18.35,0.74,4.27,629.0,,-3.72,-3.33,111.2
1270,18.47,0.74,4.27,621.0,,-3.33,-2.74,111.2
1271,18.53,0.73,4.27,613.0,,-2.94,-2.35,111.2
1272,18.58,0.73,4.27,607.0,,-2.55,-1.96,111.2
1273,18.58,0.73,4.27,602.0,,-2.15,-1.57,111.2
1274,18.64,0.72,4.28,593.0,,-1.57,-1.18,111.2
1275,18.7,0.73,4.28,589.0,,-1.18,-0.79,111.2
1276,18.7,0.72,4.28,591.0,,-0.79,-0.4,111.2
1277,18.7,0.72,4.28,593.0,,-0.4,-0.01,111.2
1278,18.7,0.72,4.28,592.0,,-0.2,0.38,111.2
1279,18.7,0.72,4.28,596.0,,0.19,0.77,111.2
1280,18.7,0.72,4.28,594.0,,0.58,1.17,111.2
1281,18.7,0.72,4.28,591.0,,0.77,1.75,111.2
1282,18.7,0.73,4.28,591.0,,1.17,1.75,111.2
1283,18.7,0.72,4.28,602.0,,1.17,1.75,111.2
1284,18.7,0.72,4.28,596.0,,1.17,-0.59,111.2
1285,18.7,0.72,4.28,598.0,,1.17,-0.59,111.2
1286,18.7,0.72,4.28,599.0,,0.97,-0.79,111.2
1287,18.7,0.73,4.28,600.0,,-1.37,-1.18,111.2
1288,18.7,0.72,4.28,595.0,,-1.57,-1.37,111.2
1289,18.7,0.72,4.28,593.0,,-1.57,-1.57,111.2
1290,18.7,0.72,4.28,592.0,,-1.76,-1.57,111.2
1291,18.7,0.72,4.28,589.0,,-2.15,-1.76,111.2
1292,18.7,0.72,4.28,589.0,,-2.15,0.58,111.2
1293,18.7,0.72,4.28,591.0,,-2.35,0.77,111.2
1294,18.7,0.72,4.28,591.0,,-2.55,0.77,111.2
1295,18.7,0.72,4.28,588.0,,-2.55,0.77,111.2
1296,18.7,0.72,4.28,591.0,,-2.74,-1.57,111.2
1297,18.7,0.72,4.28,588.0,,-0.4,-1.76,111.2
1298,18.7,0.72,4.28,591.0,,-0.4,-1.76,111.2
1299,18.7,0.72,4.28,589.0,,-0.4,-1.96,111.2
1300,18.7,0.72,4.28,593.0,,-0.4,-1.96,111.2
1301,18.7,0.72,4.28,586.0,,-2.74,0.38,111.2
1302,18.7,0.72,4.28,586.0,,-2.74,0.58,111.2
1303,18.7,0.72,4.28,592.0,,-2.74,0.58,111.2
1304,18.7,0.73,4.28,590.0,,-2.74,0.77,111.2
1305,18.7,0.72,4.28,585.0,,-0.4,0.97,111.2
1306,18.7,0.72,4.28,588.0,,-0.2,-1.37,113.0
1307,18.7,0.72,4.28,588.0,,0.19,-1.37,113.0
1308,18.7,0.72,4.28,590.0,,0.38,-1.57,113.0
1309,18.7,0.72,4.28,591.0,,0.38,-1.57,113.0
1310,18.7,0.72,4.28,588.0,,-1.96,-1.76,113.0
1311,18.7,0.72,4.28,593.0,,-1.96,-1.76,113.0
1312,18.7,0.72,4.28,589.0,,-1.96,-1.96,113.0
1313,18.7,0.72,4.28,592.0,,-2.35,-1.96,113.0
1314,18.7,0.72,4.28,591.0,,-2.74,-2.35,113.0
1315,18.7,0.72,4.28,586.0,,-2.94,-2.74,113.0
1316,18.7,0.72,4.28,591.0,,-3.13,-2.94,113.0
1317,18.7,0.72,4.28,586.0,,-3.72,-3.13,113.0
1318,18.7,0.72,4.28,586.0,,-3.91,-3.33,113.0
1319,18.7,0.72,4.28,585.0,,-3.91,-3.52,113.0
1320,18.7,0.72,4.28,584.0,,-4.11,-3.52,113.0
1321,18.7,0.72,4.28,583.0,,-4.11,-1.18,113.0
1322,18.7,0.72,4.28,582.0,,-4.11,-0.98,113.0
1323,18.7,0.72,4.28,582.0,,-3.52,-0.79,113.0
1324,18.7,0.72,4.28,586.0,,-1.37,-0.79,113.0
1325,18.7,0.72,4.28,585.0,,-1.18,-0.59,113.0
1326,18.7,0.72,4.28,585.0,,-0.79,-2.94,113.0
1327,18.7,0.72,4.28,581.0,,-0.79,-2.94,113.0
1328,18.7,0.72,4.28,584.0,,-0.4,-2.94,113.0
1329,18.7,0.72,4.28,588.0,,-0.4,-3.13,113.0
1330,18.7,0.72,4.28,589.0,,-0.2,-3.33,113.0
1331,18.7,0.72,4.28,586.0,,-2.55,-3.33,113.0
1332,18.7,0.72,4.28,588.0,,-2.74,-3.52,113.0
1333,18.7,0.72,4.28,583.0,,-2.74,-1.18,113.0
1334,18.7,0.72,4.28,589.0,,-3.33,-1.18,113.0
1335,18.7,0.72,4.28,591.0,,-3.33,-1.18,113.0
1336,18.7,0.72,4.28,591.0,,-3.52,-3.52,113.0
1337,18.7,0.72,4.28,583.0,,-3.52,-3.52,113.0
1338,18.7,0.72,4.28,582.0,,-3.72,-3.52,113.0
1339,18.7,0.72,4.28,581.0,,-1.37,-3.72,113.0
1340,18.7,0.72,4.28,581.0,,-1.37,-3.72,113.0
1341,18.7,0.72,4.28,587.0,,-1.18,-3.52,113.0
1342,18.7,0.72,4.28,589.0,,-0.98,-0.98,113.0
1343,18.7,0.72,4.28,587.0,,-3.33,-0.79,113.0
1344,18.76,0.72,4.28,585.0,,-3.52,-0.4,113.0
1345,18.76,0.72,4.28,583.0,,-3.52,-0.4,113.0
1346,18.7,0.72,4.28,587.0,,-3.72,-2.55,113.0
1347,18.7,0.72,4.28,586.0,,-1.57,-2.74,113.0
1348,18.7,0.72,4.28,590.0,,-1.37,-2.74,113.0
1349,18.7,0.72,4.28,587.0,,-1.37,-2.94,113.0
1350,18.7,0.73,4.28,587.0,,-0.79,-3.13,113.0
1351,18.7,0.72,4.28,584.0,,-0.98,-0.79,113.0
1352,18.7,0.72,4.28,591.0,,-3.33,-0.79,113.0
1353,18.7,0.72,4.28,592.0,,-3.33,-0.79,113.0
1354,18.7,0.72,4.28,586.0,,-3.52,-3.33,113.0
1355,18.7,0.72,4.28,585.0,,-3.72,-3.33,113.0
1356,18.7,0.72,4.28,581.0,,-3.72,-3.33,113.0
1357,18.64,0.72,4.28,580.0,,-1.37,-3.52,113.0
1358,18.64,0.72,4.28,577.0,,-1.37,-3.52,113.0
1359,18.64,0.72,4.28,585.0,,-1.18,-2.94,113.0
1360,18.64,0.72,4.28,584.0,,-0.79,-0.59,113.0
1361,18.64,0.72,4.28,584.0,,-0.79,-0.4,113.0
1362,18.64,0.72,4.28,586.0,,-3.13,-0.4,113.0
1363,18.64,0.72,4.28,584.0,,-3.13,-0.2,113.0
1364,18.64,0.72,4.28,579.0,,-3.13,-0.2,113.0
1365,18.64,0.72,4.28,576.0,,-3.33,-0.4,114.8
1366,18.64,0.72,4.28,583.0,,-3.33,-2.74,114.8
1367,18.64,0.72,4.28,583.0,,-3.52,-2.94,114.8
1368,18.64,0.72,4.28,585.0,,-1.18,-2.94,114.8
1369,18.64,0.72,4.28,590.0,,-1.18,-3.13,114.8
1370,18.64,0.72,4.28,589.0,,-0.98,-3.13,114.8
1371,18.64,0.72,4.28,584.0,,-0.59,-0.59,114.8
1372,18.64,0.72,4.28,582.0,,-0.59,-0.4,114.8
1373,18.64,0.72,4.28,593.0,,-2.74,-0.01,114.8
1374,18.64,0.72,4.28,587.0,,-2.74,-0.01,114.8
1375,18.64,0.72,4.28,586.0,,-2.94,-0.01,114.8
1376,18.64,0.72,4.28,585.0,,-2.94,-0.01,114.8
1377,18.64,0.72,4.28,587.0,,-0.4,-2.35,114.8
1378,18.64,0.72,4.28,589.0,,-0.01,-2.35,114.8
1379,18.64,0.72,4.28,583.0,,0.19,-2.35,114.8
1380,18.64,0.72,4.28,588.0,,0.58,-0.01,114.8
1381,18.64,0.72,4.28,589.0,,0.97,0.19,114.8
1382,18.64,0.72,4.28,594.0,,0.97,0.58,114.8
1383,18.64,0.72,4.28,591.0,,-1.37,0.58,114.8
1384,18.64,0.72,4.28,586.0,,-1.37,0.77,114.8
1385,18.7,0.72,4.28,591.0,,-1.37,0.58,114.8
1386,18.7,0.72,4.28,589.0,,-1.57,-1.76,114.8
1387,18.7,0.72,4.28,589.0,,-1.76,-1.96,114.8
1388,18.7,0.72,4.28,586.0,,-2.15,-2.15,114.8
1389,18.7,0.72,4.28,581.0,,-2.35,-2.15,114.8
1390,18.7,0.72,4.28,578.0,,-2.35,-2.35,114.8
1391,18.64,0.72,4.28,583.0,,-0.01,-2.35,114.8
1392,18.64,0.72,4.28,581.0,,-0.01,-2.35,114.8
1393,18.64,0.72,4.28,581.0,,0.19,-1.57,114.8
1394,18.64,0.72,4.28,580.0,,0.58,0.77,114.8
1395,18.64,0.72,4.28,578.0,,-1.76,0.97,114.8
1396,18.64,0.72,4.28,580.0,,-1.76,1.17,114.8
1397,18.64,0.72,4.28,584.0,,-1.76,1.17,114.8
1398,18.64,0.72,4.28,584.0,,-1.96,1.36,114.8
1399,18.64,0.72,4.28,581.0,,-2.15,-0.98,114.8
1400,18.64,0.72,4.28,587.0,,-2.15,-1.18,114.8
1401,18.64,0.72,4.28,580.0,,0.19,-1.18,114.8
1402,18.64,0.72,4.28,581.0,,0.19,-1.37,114.8
1403,18.64,0.72,4.28,587.0,,0.38,-1.57,114.8
1404,18.64,0.72,4.28,583.0,,-1.96,-1.76,114.8
1405,18.64,0.72,4.28,583.0,,-1.96,-1.76,114.8
1406,18.64,0.72,4.28,578.0,,-2.15,-1.76,114.8
1407,18.64,0.72,4.28,576.0,,-2.15,0.58,114.8
1408,18.64,0.72,4.28,583.0,,-2.15,0.58,114.8
1409,18.64,0.72,4.28,584.0,,-2.15,0.58,114.8
1410,18.58,0.72,4.28,584.0,,-1.76,0.77,114.8
1411,18.58,0.72,4.28,578.0,,-1.37,1.17,114.8
1412,18.58,0.72,4.28,576.0,,0.97,0.97,114.8
1413,18.58,0.72,4.28,582.0,,0.97,-1.37,114.8
1414,18.58,0.72,4.28,585.0,,1.17,-1.37,114.8
1415,18.58,0.72,4.28,577.0,,1.17,-1.57,114.8
1416,18.58,0.72,4.28,582.0,,1.17,-1.76,114.8
1417,18.58,0.72,4.28,582.0,,-1.18,-1.76,114.8
1418,18.58,0.72,4.28,579.0,,-1.18,-1.96,114.8
1419,18.58,0.72,4.28,578.0,,-1.37,-2.15,116.6
1420,18.58,0.72,4.28,576.0,,-1.57,-2.15,116.6
1421,18.58,0.72,4.28,581.0,,-1.57,-2.35,116.6
1422,18.58,0.72,4.28,583.0,,-1.76,-2.35,116.6
1423,18.58,0.72,4.28,589.0,,-1.96,-2.35,116.6
1424,18.58,0.72,4.28,585.0,,-2.15,-2.55,116.6
1425,18.58,0.72,4.28,587.0,,-2.15,-2.55,116.6
1426,18.58,0.72,4.28,588.0,,-2.15,-0.2,116.6
1427,18.58,0.72,4.28,584.0,,-2.35,-0.2,116.6
1428,18.58,0.72,4.28,586.0,,-2.35,-0.01,116.6
1429,18.58,0.72,4.28,581.0,,-2.15,0.19,116.6
1430,18.58,0.72,4.28,581.0,,0.19,0.19,116.6
1431,18.58,0.72,4.28,587.0,,0.38,-2.15,116.6
1432,18.58,0.72,4.28,590.0,,0.58,-2.15,116.6
1433,18.58,0.72,4.28,589.0,,0.58,-2.35,116.6
1434,18.58,0.72,4.28,589.0,,0.58,-2.35,116.6
1435,18.58,0.72,4.28,588.0,,-1.76,-2.35,116.6
1436,18.58,0.72,4.28,590.0,,-1.76,-0.01,116.6
1437,18.58,0.72,4.28,586.0,,-1.96,-0.01,116.6
1438,18.58,0.72,4.28,581.0,,-1.96,-0.01,116.6
1439,18.58,0.72,4.28,578.0,,-1.96,-0.01,116.6
1440,18.58,0.72,4.28,580.0,,0.19,-2.35,116.6
1441,18.58,0.72,4.28,583.0,,0.19,-2.35,116.6
1442,18.58,0.72,4.28,580.0,,0.19,-2.55,116.6
1443,18.58,0.72,4.28,584.0,,0.38,-2.55,116.6
1444,18.58,0.72,4.28,580.0,,0.38,-2.55,116.6
1445,18.58,0.72,4.28,583.0,,-1.96,-0.2,116.6
1446,18.58,0.72,4.28,583.0,,-2.15,-0.2,116.6
1447,18.58,0.72,4.28,586.0,,-2.15,-0.01,116.6
1448,18.58,0.72,4.28,586.0,,-2.15,0.38,116.6
1449,18.58,0.72,4.28,586.0,,-0.01,0.38,116.6
1450,18.58,0.72,4.28,588.0,,0.19,0.58,116.6
1451,18.58,0.72,4.28,589.0,,0.19,-1.76,116.6
1452,18.58,0.72,4.28,587.0,,0.38,-1.76,116.6
1453,18.58,0.72,4.28,587.0,,0.19,-1.96,116.6
1454,18.58,0.72,4.28,583.0,,-0.01,-1.96,116.6
